alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,37374762,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374762&format=geojson,0.02572,,37.0,",ci37374762,",0.76,ml,,ci,32.0,"4km SSE of Lake Henshaw, CA",0.14,9,",ci,",reviewed,1538307043060,"M 0.8 - 4km SSE of Lake Henshaw, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538501063860,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374762
,,1000h9jd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9jd&format=geojson,2.214,,199.0,",ak20267536,us1000h9jd,",3.6,ml,,us,,"248km SE of Kodiak, Alaska",0.7,199,",ak,us,",reviewed,1538306702700,"M 3.6 - 248km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539350542040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9jd
,,60241231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nm60241231&format=geojson,0.05609,,49.0,",nm60241231,",1.68,md,,nm,16.0,"2km ENE of Caruthersville, Missouri",0.05,43,",nm,",reviewed,1538306428830,"M 1.7 - 2km ENE of Caruthersville, Missouri",0,earthquake,",geoserve,origin,phase-data,",-360.0,1538399331690,https://earthquake.usgs.gov/earthquakes/eventpage/nm60241231
,,37374754,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374754&format=geojson,0.02433,,34.0,",ci37374754,",1.34,ml,,ci,57.0,"8km NE of Aguanga, CA",0.18,28,",ci,",reviewed,1538306396780,"M 1.3 - 8km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402532540,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374754
,,1000h4li,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4li&format=geojson,1.489,,74.0,",us1000h4li,",4.3,mb,,us,,"104km W of San Antonio de los Cobres, Argentina",1.04,284,",us,",reviewed,1538306234310,"M 4.3 - 104km W of San Antonio de los Cobres, Argentina",0,earthquake,",geoserve,origin,phase-data,",-180.0,1539350300040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4li
,,37374746,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374746&format=geojson,0.09468,,68.0,",ci37374746,",1.25,ml,,ci,21.0,"3km WNW of Lamont, CA",0.17,24,",ci,",reviewed,1538305870570,"M 1.3 - 3km WNW of Lamont, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538500677613,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374746
,,70251633,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ismpkansas70251633&format=geojson,0.1367,,165.0,",ismpkansas70251633,",2.14,ml,,ismpkansas,12.0,"12km SW of Wellington, Kansas",0.04,70,",ismpkansas,",reviewed,1538305763640,"M 2.1 - 12km SW of Wellington, Kansas",0,earthquake,",geoserve,origin,phase-data,",-360.0,1538438915830,https://earthquake.usgs.gov/earthquakes/eventpage/ismpkansas70251633
,,37374738,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374738&format=geojson,0.01423,,32.0,",ci37374738,",0.93,ml,,ci,31.0,"9km NE of Aguanga, CA",0.15,13,",ci,",reviewed,1538305457960,"M 0.9 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402538980,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374738
,,73091676,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73091676&format=geojson,0.0163,,84.0,",nc73091676,",0.5,md,,nc,20.0,"4km WNW of Parkfield, CA",0.06,4,",nc,",reviewed,1538305413930,"M 0.5 - 4km WNW of Parkfield, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538445793198,https://earthquake.usgs.gov/earthquakes/eventpage/nc73091676
,,20267482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267482&format=geojson,,,,",ak20267482,",1.2,ml,,ak,,"93km WNW of Arctic Village, Alaska",0.46,22,",ak,",reviewed,1538305387442,"M 1.2 - 93km WNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110190412,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267482
,,80311959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80311959&format=geojson,0.074,,94.0,",mb80311959,",0.28,md,,mb,9.0,"15km NNW of Polson, Montana",0.17,1,",mb,",reviewed,1538305294730,"M 0.3 - 15km NNW of Polson, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538432294090,https://earthquake.usgs.gov/earthquakes/eventpage/mb80311959
,,37374730,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374730&format=geojson,0.0137,,33.0,",ci37374730,",0.54,ml,,ci,24.0,"9km NE of Aguanga, CA",0.16,4,",ci,",reviewed,1538305264440,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402535780,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374730
,,20267472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267472&format=geojson,,,,",ak20267472,",1.7,ml,,ak,,"113km NNW of Arctic Village, Alaska",0.65,44,",ak,",reviewed,1538305190513,"M 1.7 - 113km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110189828,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267472
,,1000h9jc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9jc&format=geojson,2.196,,214.0,",ak20267470,us1000h9jc,",3.0,ml,,us,,"245km SE of Kodiak, Alaska",0.47,138,",ak,us,",reviewed,1538305077050,"M 3.0 - 245km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539349991040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9jc
,,1000h9jb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9jb&format=geojson,2.177,,213.0,",ak20267467,us1000h9jb,",3.0,ml,,us,,"243km SE of Kodiak, Alaska",0.58,138,",ak,us,",reviewed,1538304900260,"M 3.0 - 243km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539349182040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9jb
,,20267465,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267465&format=geojson,,,,",ak20267465,",1.1,ml,,ak,,"24km E of Talkeetna, Alaska",0.71,19,",ak,",reviewed,1538304827675,"M 1.1 - 24km E of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110188064,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267465
,,20267463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267463&format=geojson,,,,",ak20267463,",1.5,ml,,ak,,"61km E of Sutton-Alpine, Alaska",0.72,35,",ak,",reviewed,1538304760376,"M 1.5 - 61km E of Sutton-Alpine, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110187421,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267463
green,2.2,1000h4l1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4l1&format=geojson,3.728,1.0,23.0,",at00pfv7ja,us1000h4l1,pt18273000,",6.7,mww,2.83,us,,"263km NNE of Ndoi Island, Fiji",1.11,691,",at,us,pt,",reviewed,1538304744240,"M 6.7 - 263km NNE of Ndoi Island, Fiji",1,earthquake,",dyfi,geoserve,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-720.0,1539348741510,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4l1
,,20267461,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267461&format=geojson,,,,",ak20267461,",1.7,ml,,ak,,"115km NNW of Arctic Village, Alaska",0.74,44,",ak,",reviewed,1538304657961,"M 1.7 - 115km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110186843,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267461
,,20267458,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267458&format=geojson,,,,",ak20267458,",2.4,ml,,ak,,"41km N of Atka, Alaska",0.59,89,",ak,",reviewed,1538304493895,"M 2.4 - 41km N of Atka, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539115373885,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267458
,,20267457,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267457&format=geojson,,,,",ak20267457,",1.4,ml,,ak,,"109km NNW of Arctic Village, Alaska",0.45,30,",ak,",reviewed,1538304388289,"M 1.4 - 109km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110185789,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267457
,,73091661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73091661&format=geojson,0.02943,,161.0,",nc73091661,",0.56,md,,nc,7.0,"2km W of Los Altos Hills, CA",0.03,5,",nc,",reviewed,1538304102970,"M 0.6 - 2km W of Los Altos Hills, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538441880984,https://earthquake.usgs.gov/earthquakes/eventpage/nc73091661
,,20274995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20274995&format=geojson,,,,",ak20274995,",1.0,ml,,ak,,"28km N of Anchor Point, Alaska",0.23,15,",ak,",reviewed,1538303992671,"M 1.0 - 28km N of Anchor Point, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110185255,https://earthquake.usgs.gov/earthquakes/eventpage/ak20274995
,,70622137,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70622137&format=geojson,0.1089,,160.0,",hv70622137,",1.87,md,,hv,29.0,"4km S of Pahala, Hawaii",0.18,54,",hv,",automatic,1538303962750,"M 1.9 - 4km S of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538304154960,https://earthquake.usgs.gov/earthquakes/eventpage/hv70622137
,,20267451,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267451&format=geojson,,,,",ak20267451,",2.3,ml,,ak,,"112km NNW of Arctic Village, Alaska",0.68,81,",ak,",reviewed,1538303927023,"M 2.3 - 112km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110184606,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267451
,,20267449,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267449&format=geojson,,,,",ak20267449,",1.3,ml,,ak,,"48km WNW of Talkeetna, Alaska",0.31,26,",ak,",reviewed,1538303826271,"M 1.3 - 48km WNW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110183994,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267449
,,20267447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267447&format=geojson,,,,",ak20267447,",0.8,ml,,ak,,"14km NNW of North Nenana, Alaska",0.59,10,",ak,",reviewed,1538303731924,"M 0.8 - 14km NNW of North Nenana, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110183417,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267447
,,20274991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20274991&format=geojson,,,,",ak20274991,",0.8,ml,,ak,,"80km NNW of Cape Yakataga, Alaska",0.35,10,",ak,",reviewed,1538303430945,"M 0.8 - 80km NNW of Cape Yakataga, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110182869,https://earthquake.usgs.gov/earthquakes/eventpage/ak20274991
,,20274990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20274990&format=geojson,,,,",ak20274990,",1.6,ml,,ak,,"114km NW of Arctic Village, Alaska",0.47,39,",ak,",reviewed,1538303422854,"M 1.6 - 114km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110182342,https://earthquake.usgs.gov/earthquakes/eventpage/ak20274990
,,37374722,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374722&format=geojson,0.01219,,67.0,",ci37374722,",0.36,ml,,ci,19.0,"9km NE of Aguanga, CA",0.13,2,",ci,",reviewed,1538303195790,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402475359,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374722
,,00658989,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658989&format=geojson,0.116,,152.76,",nn00658989,",0.5,ml,,nn,13.0,"33km NW of Beatty, Nevada",0.1457,4,",nn,",reviewed,1538303172850,"M 0.5 - 33km NW of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538348499433,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658989
,2.0,37374714,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374714&format=geojson,0.01053,2.0,30.0,",ci37374714,",1.53,ml,,ci,59.0,"9km NE of Aguanga, CA",0.19,36,",ci,",reviewed,1538303007880,"M 1.5 - 9km NE of Aguanga, CA",0,earthquake,",dyfi,focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402604950,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374714
,,1000h9j9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j9&format=geojson,2.292,,238.0,",ak20267440,us1000h9j9,",3.3,ml,,us,,"260km SE of Kodiak, Alaska",0.73,168,",ak,us,",reviewed,1538302937770,"M 3.3 - 260km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539348300040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j9
,,1000h4kr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4kr&format=geojson,2.252,,199.0,",ak20267431,us1000h4kr,",3.5,ml,,us,,"253km SE of Kodiak, Alaska",0.81,188,",ak,us,",reviewed,1538302543900,"M 3.5 - 253km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539348131040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4kr
,,37374706,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374706&format=geojson,0.08409,,118.0,",ci37374706,",0.76,ml,,ci,29.0,"9km N of Borrego Springs, CA",0.23,9,",ci,",reviewed,1538302543090,"M 0.8 - 9km N of Borrego Springs, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402491044,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374706
,,20267429,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267429&format=geojson,,,,",ak20267429,",2.3,ml,,ak,,"91km E of Nikolski, Alaska",0.51,81,",ak,",reviewed,1538302531510,"M 2.3 - 91km E of Nikolski, Alaska",0,earthquake,",geoserve,origin,phase-data,",-660.0,1539110139668,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267429
,,1000h9j7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j7&format=geojson,2.193,,228.0,",ak20267428,us1000h9j7,",3.2,ml,,us,,"245km SE of Kodiak, Alaska",0.64,158,",ak,us,",reviewed,1538302418680,"M 3.2 - 245km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539347936040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j7
,,1000h7jt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h7jt&format=geojson,1.586,,139.0,",us1000h7jt,",4.3,mb,,us,,"90km N of Palu, Indonesia",0.69,284,",us,",reviewed,1538302412720,"M 4.3 - 90km N of Palu, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480.0,1539347777040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h7jt
,,73091651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73091651&format=geojson,0.02085,,131.0,",nc73091651,",0.67,md,,nc,14.0,"7km SE of Mammoth Lakes, CA",0.07,7,",nc,",reviewed,1538302280830,"M 0.7 - 7km SE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538418603385,https://earthquake.usgs.gov/earthquakes/eventpage/nc73091651
,,20274985,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20274985&format=geojson,,,,",ak20274985,",1.2,ml,,ak,,"108km NNW of Arctic Village, Alaska",0.39,22,",ak,",reviewed,1538302069148,"M 1.2 - 108km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110138587,https://earthquake.usgs.gov/earthquakes/eventpage/ak20274985
,,61424667,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61424667&format=geojson,0.08823,,54.0,",uw61424667,",1.23,ml,,uw,16.0,"18km ENE of North Cowichan, Canada",0.21,23,",uw,",reviewed,1538301914110,"M 1.2 - 18km ENE of North Cowichan, Canada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538449451510,https://earthquake.usgs.gov/earthquakes/eventpage/uw61424667
,,1000h9j6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j6&format=geojson,2.181,,215.0,",ak20274984,us1000h9j6,",2.9,ml,,us,,"245km SE of Kodiak, Alaska",0.55,129,",ak,us,",reviewed,1538301840820,"M 2.9 - 245km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539347591040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j6
,,1000h9j5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j5&format=geojson,2.32,,263.0,",ak20274983,us1000h9j5,",2.8,ml,,us,,"261km SE of Kodiak, Alaska",0.78,121,",ak,us,",reviewed,1538301670420,"M 2.8 - 261km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539347496040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j5
,,61789371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61789371&format=geojson,0.007621,,130.0,",av61789371,",-0.52,ml,,av,4.0,"41km ENE of Adak, Alaska",0.08,0,",av,",reviewed,1538301347340,"M -0.5 - 41km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538433384540,https://earthquake.usgs.gov/earthquakes/eventpage/av61789371
,,1000h9j4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j4&format=geojson,2.205,,215.0,",ak20267424,us1000h9j4,",3.4,ml,,us,,"247km SE of Kodiak, Alaska",0.38,178,",ak,us,",reviewed,1538301175470,"M 3.4 - 247km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539345822040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j4
,,1000h4kh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4kh&format=geojson,2.344,,202.0,",ak20267416,us1000h4kh,",3.6,ml,,us,,"267km SE of Kodiak, Alaska",0.73,199,",ak,us,",reviewed,1538301032240,"M 3.6 - 267km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539345645040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4kh
,,1000h4kk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4kk&format=geojson,0.735,,116.0,",us1000h4kk,",4.6,mb,,us,,"84km NNW of Raoul Island, New Zealand",0.72,326,",us,",reviewed,1538300542510,"M 4.6 - 84km NNW of Raoul Island, New Zealand",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539345492040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4kk
,,1000h4kd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4kd&format=geojson,2.215,,151.0,",ak20267403,us1000h4kd,",4.2,mb,,us,,"250km SE of Kodiak, Alaska",0.82,271,",ak,us,",reviewed,1538300419970,"M 4.2 - 250km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539345328040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4kd
,,1000h4ke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4ke&format=geojson,1.578,,130.0,",us1000h4ke,",4.6,mb,,us,,"110km NW of Tobelo, Indonesia",0.74,326,",us,",reviewed,1538300152700,"M 4.6 - 110km NW of Tobelo, Indonesia",0,earthquake,",geoserve,origin,phase-data,",480.0,1539345160040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4ke
,,73091646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73091646&format=geojson,0.007823,,54.0,",nc73091646,",1.15,md,,nc,29.0,"7km WNW of Cobb, CA",0.03,20,",nc,",reviewed,1538300089300,"M 1.2 - 7km WNW of Cobb, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538463363351,https://earthquake.usgs.gov/earthquakes/eventpage/nc73091646
,,37374698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374698&format=geojson,0.08826,,55.0,",ci37374698,",0.69,ml,,ci,21.0,"1km E of San Jacinto, CA",0.15,7,",ci,",reviewed,1538299841320,"M 0.7 - 1km E of San Jacinto, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402510040,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374698
,,1000h4k9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4k9&format=geojson,2.222,,200.0,",ak20267399,us1000h4k9,",3.5,ml,,us,,"250km SE of Kodiak, Alaska",0.76,188,",ak,us,",reviewed,1538299747260,"M 3.5 - 250km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539344803040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4k9
,,70805309,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70805309&format=geojson,0.06534,,181.0,",av70805309,",0.08,ml,,av,5.0,"54km NNE of Chitina, Alaska",0.27,0,",av,",reviewed,1538299390300,"M 0.1 - 54km NNE of Chitina, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538433223440,https://earthquake.usgs.gov/earthquakes/eventpage/av70805309
,,20267397,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267397&format=geojson,,,,",ak20267397,",0.8,ml,,ak,,"52km WSW of Tok, Alaska",0.36,10,",ak,",reviewed,1538299354056,"M 0.8 - 52km WSW of Tok, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110133622,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267397
,,00658984,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658984&format=geojson,0.039,,58.11,",nn00658984,",-0.3,ml,,nn,14.0,"48km ESE of Beatty, Nevada",0.182,0,",nn,",reviewed,1538299259661,"M -0.3 - 48km ESE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538346654487,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658984
,,20267396,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267396&format=geojson,,,,",ak20267396,",0.9,ml,,ak,,"61km E of Cape Yakataga, Alaska",0.19,12,",ak,",reviewed,1538299230333,"M 0.9 Ice Quake - 61km E of Cape Yakataga, Alaska",0,ice quake,",geoserve,origin,phase-data,",-540.0,1539110133003,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267396
,,20267395,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267395&format=geojson,,,,",ak20267395,",1.4,ml,,ak,,"106km NW of Arctic Village, Alaska",0.3,30,",ak,",reviewed,1538298970075,"M 1.4 - 106km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110132424,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267395
,,00658983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658983&format=geojson,0.349,,190.59,",nn00658983,",1.8,ml,,nn,5.0,"51km S of Winnemucca, Nevada",0.2446,50,",nn,",reviewed,1538298942819,"M 1.8 - 51km S of Winnemucca, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538345914484,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658983
,,70622052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70622052&format=geojson,0.03257,,143.0,",hv70622052,",1.77,md,,hv,51.0,"4km ESE of Pahala, Hawaii",0.1,48,",hv,",reviewed,1538298876190,"M 1.8 - 4km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538439871890,https://earthquake.usgs.gov/earthquakes/eventpage/hv70622052
,,20267392,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20267392&format=geojson,,,,",ak20267392,",1.9,ml,,ak,,"75km SSW of Kaktovik, Alaska",0.47,56,",ak,",reviewed,1538298871378,"M 1.9 - 75km SSW of Kaktovik, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539110131803,https://earthquake.usgs.gov/earthquakes/eventpage/ak20267392
,,73091641,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73091641&format=geojson,0.01127,,103.0,",nc73091641,",0.47,md,,nc,9.0,"4km W of Cobb, CA",0.02,3,",nc,",automatic,1538298440000,"M 0.5 - 4km W of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538303702894,https://earthquake.usgs.gov/earthquakes/eventpage/nc73091641
,,1000h9j3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h9j3&format=geojson,2.416,,196.0,",ak20274974,us1000h9j3,",2.8,ml,,us,,"261km SE of Kodiak, Alaska",0.53,121,",ak,us,",reviewed,1538298293430,"M 2.8 - 261km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539344235040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h9j3
,,37374690,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374690&format=geojson,0.01674,,57.0,",ci37374690,",1.08,ml,,ci,19.0,"13km E of Jamul, CA",0.14,18,",ci,",reviewed,1538297857030,"M 1.1 - 13km E of Jamul, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402512947,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374690
,4.1,1000h4k1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h4k1&format=geojson,0.959,11.0,66.0,",us1000h4k1,",5.0,mww,,us,,"33km NW of Shizunai, Japan",1.0,389,",us,",reviewed,1538297644770,"M 5.0 - 33km NW of Shizunai, Japan",0,earthquake,",dyfi,geoserve,origin,phase-data,",540.0,1538361706229,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h4k1
,,37374682,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37374682&format=geojson,0.004966,,66.0,",ci37374682,",0.28,ml,,ci,16.0,"10km NE of Aguanga, CA",0.13,1,",ci,",reviewed,1538297451530,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538402610030,https://earthquake.usgs.gov/earthquakes/eventpage/ci37374682
